game_id,date,home_team,away_team,home_pitcher,away_pitcher,home_pitcher_era,home_pitcher_k9,away_pitcher_era,away_pitcher_k9,yrfi
662924,2022-04-20,Colorado Rockies,Philadelphia Phillies,Germán Márquez,Zach Eflin,3.8571428571428568,8.816326530612244,3.8571428571428568,10.799999999999999,1
662926,2022-04-20,Houston Astros,Los Angeles Angels,Jake Odorizzi,Shohei Ohtani,6.48,3.24,7.559999999999999,15.119999999999997,1
663094,2022-04-20,Cleveland Guardians,Chicago White Sox,Shane Bieber,Dallas Keuchel,2.4352941176470586,8.470588235294118,9.310344827586206,8.379310344827585,1
663146,2022-04-20,Chicago Cubs,Tampa Bay Rays,Marcus Stroman,Drew Rasmussen,6.0,7.0,4.378378378378379,8.027027027027026,1
663247,2022-04-20,Boston Red Sox,Toronto Blue Jays,Nick Pivetta,José Berríos,6.394736842105263,8.526315789473683,7.838709677419355,6.967741935483871,1
661391,2022-04-21,Miami Marlins,St. Louis Cardinals,Pablo López,Jordan Hicks,3.8571428571428568,7.7142857142857135,3.8571428571428568,13.5,0
662177,2022-04-21,Seattle Mariners,Texas Rangers,Marco Gonzales,Taylor Hearn,3.0,7.2,5.250000000000002,12.000000000000004,1
662391,2022-04-21,Oakland Athletics,Baltimore Orioles,Paul Blackburn,Tyler Wells,4.846153846153846,8.307692307692308,3.8571428571428568,11.571428571428573,0
662558,2022-04-21,Washington Nationals,Arizona Diamondbacks,Josh Rogers,Zach Davies,3.085714285714286,3.8571428571428568,4.609756097560975,3.951219512195122,1
662593,2022-04-21,New York Mets,San Francisco Giants,Carlos Carrasco,Anthony DeSclafani,1.8,10.799999999999999,2.769230769230769,11.76923076923077,1
662742,2022-04-21,Kansas City Royals,Minnesota Twins,Zack Greinke,Joe Ryan,2.0,1.1428571428571428,3.2142857142857144,9.642857142857142,0
662850,2022-04-21,Detroit Tigers,New York Yankees,Michael Pineda,Jordan Montgomery,3.3750000000000004,3.3750000000000004,3.2399999999999998,6.4799999999999995,0
663093,2022-04-21,Cleveland Guardians,Chicago White Sox,Zach Plesac,Dylan Cease,1.2857142857142854,7.07142857142857,1.6875,13.5,0
663145,2022-04-21,Chicago Cubs,Pittsburgh Pirates,Mark Leiter Jr.,Bryse Wilson,9.947368421052632,7.105263157894737,5.25,8.25,1
663225,2022-04-21,Boston Red Sox,Toronto Blue Jays,Tanner Houck,Kevin Gausman,3.0,8.4,3.78,9.18,0
661037,2022-04-22,Los Angeles Angels,Baltimore Orioles,Reid Detmers,Bruce Zimmermann,7.363636363636364,11.454545454545455,3.0,9.75,0
661311,2022-04-22,New York Yankees,Cleveland Guardians,Jameson Taillon,Eli Morgan,3.724137931034482,7.448275862068964,3.0,10.0,0
661569,2022-04-22,Atlanta Braves,Miami Marlins,Kyle Wright,Trevor Rogers,1.1739130434782608,12.32608695652174,8.735294117647058,7.147058823529411,1
661621,2022-04-22,Philadelphia Phillies,Milwaukee Brewers,Ranger Suárez,Freddy Peralta,4.725000000000001,6.075000000000001,11.117647058823529,11.911764705882353,1
661755,2022-04-22,Minnesota Twins,Chicago White Sox,Bailey Ober,Michael Kopech,2.4,6.0,2.454545454545454,7.363636363636364,0
661914,2022-04-22,Tampa Bay Rays,Boston Red Sox,Corey Kluber,Michael Wacha,1.840909090909091,7.9772727272727275,4.7250000000000005,10.125,1
662175,2022-04-22,Seattle Mariners,Kansas City Royals,Chris Flexen,Brad Keller,8.162790697674419,6.279069767441861,3.0,8.482758620689655,0
662230,2022-04-22,San Diego Padres,Los Angeles Dodgers,Nick Martinez,Julio Urías,4.8,9.6,8.0,6.0,0
662390,2022-04-22,Oakland Athletics,Texas Rangers,Adam Oller,Glenn Otto,10.56521739130435,12.91304347826087,9.0,9.0,0
662557,2022-04-22,Washington Nationals,San Francisco Giants,Patrick Corbin,Sam Long,7.5,8.25,0.0,8.999999999999998,0
662849,2022-04-22,Detroit Tigers,Colorado Rockies,Tarik Skubal,Antonio Senzatela,2.454545454545454,11.045454545454545,2.16,2.16,1
662922,2022-04-22,Houston Astros,Toronto Blue Jays,Justin Verlander,Ross Stripling,1.5,10.0,2.571428571428571,5.142857142857142,0
663169,2022-04-22,Cincinnati Reds,St. Louis Cardinals,Hunter Greene,Steven Matz,4.395348837209302,10.674418604651164,2.4868421052631575,8.052631578947366,1
663195,2022-04-22,Chicago Cubs,Pittsburgh Pirates,Drew Smyly,Jose Quintana,2.076923076923077,6.230769230769231,4.05,4.05,0
663394,2022-04-22,Arizona Diamondbacks,New York Mets,Zac Gallen,David Peterson,1.1739130434782608,4.695652173913043,0.0,7.5600000000000005,0
